event_date,event_date,year,ethiopia_event,ethiopia_fatalities,somalia_event,somalia_fatalities,libya_event,libya_fatalities,rwanda_event,rwanda_fatalities,eritrea_event,eritrea_fatalities,sa_event,sa_fatalities,niger_event,niger_fatalities,nigeria_event,nigeria_fatalities
1997-01-31,0,0.0,0.0,0.0,0.0,0.0,1,8,13,146,0.0,0.0,1,4,5,15,12,11
1997-02-28,1997-02-28,1997.0,1.0,2.0,1.0,1.0,0,0,15,65,1.0,100.0,3,6,3,0,13,30
1997-03-31,1997-03-31,1997.0,1.0,0.0,1.0,0.0,0,0,7,176,0.0,0.0,3,4,0,0,16,38
1997-04-30,1997-04-30,1997.0,4.0,1.0,1.0,2.0,0,0,6,187,0.0,0.0,6,7,0,0,17,112
1997-05-31,1997-05-31,1997.0,2.0,1.0,0.0,0.0,0,0,8,78,0.0,0.0,6,0,1,0,11,17
1997-06-30,1997-06-30,1997.0,5.0,67.0,10.0,39.0,0,0,8,107,0.0,0.0,2,8,2,4,4,29
1997-07-31,1997-07-31,1997.0,1.0,2.0,2.0,0.0,1,1,8,146,0.0,0.0,3,15,5,29,9,22
1997-08-31,1997-08-31,1997.0,1.0,0.0,7.0,5.0,0,0,12,875,0.0,0.0,3,0,0,0,10,28
1997-09-30,1997-09-30,1997.0,3.0,5.0,3.0,0.0,0,0,2,5,0.0,0.0,1,7,1,5,9,38
1997-10-31,1997-10-31,1997.0,2.0,6.0,0.0,0.0,0,0,11,196,1.0,0.0,8,25,3,39,4,17
1997-11-30,1997-11-30,1997.0,0.0,0.0,4.0,1.0,0,0,17,605,0.0,0.0,7,23,3,29,9,51
1997-12-31,1997-12-31,1997.0,0.0,0.0,1.0,1.0,0,0,11,356,0.0,0.0,1,0,0,0,14,79
1998-01-31,1998-01-31,1998.0,0.0,0.0,1.0,0.0,0,0,11,172,0.0,0.0,2,11,2,1,17,76
1998-02-28,1998-02-28,1998.0,1.0,1.0,0.0,0.0,0,0,5,100,1.0,0.0,5,0,19,1,6,28
1998-03-31,1998-03-31,1998.0,0.0,0.0,5.0,3.0,0,0,22,587,0.0,0.0,2,0,8,0,8,42
1998-04-30,1998-04-30,1998.0,4.0,5.0,4.0,0.0,2,1,29,387,0.0,0.0,4,1,7,0,10,36
1998-05-31,1998-05-31,1998.0,8.0,104.0,3.0,0.0,0,0,6,87,16.0,6.0,7,15,1,16,11,57
1998-06-30,1998-06-30,1998.0,17.0,655.0,4.0,0.0,2,1,5,54,36.0,1232.0,8,9,0,0,5,34
1998-07-31,1998-07-31,1998.0,3.0,158.0,0.0,0.0,0,0,12,381,3.0,60.0,5,29,0,0,13,61
1998-08-31,1998-08-31,1998.0,0.0,0.0,0.0,0.0,0,0,12,415,0.0,0.0,4,14,2,1,8,90
1998-09-30,1998-09-30,1998.0,0.0,0.0,3.0,0.0,0,0,8,118,0.0,0.0,5,4,0,0,7,58
1998-10-31,1998-10-31,1998.0,12.0,28.0,4.0,0.0,1,0,10,402,0.0,0.0,10,7,0,0,13,716
1998-11-30,1998-11-30,1998.0,6.0,4.0,1.0,1.0,0,0,16,245,1.0,0.0,6,4,0,0,15,49
1998-12-31,1998-12-31,1998.0,2.0,3.0,1.0,0.0,0,0,0,0,0.0,0.0,3,6,1,150,17,35
1999-01-31,1999-01-31,1999.0,3.0,95.0,8.0,5.0,0,0,0,0,0.0,0.0,7,15,0,0,13,59
1999-02-28,1999-02-28,1999.0,13.0,7403.0,1.0,0.0,0,0,1,2,49.0,16619.0,7,28,0,0,5,12
1999-03-31,1999-03-31,1999.0,16.0,6825.0,7.0,15.0,0,0,1,1,31.0,11079.0,5,5,1,0,12,15
1999-04-30,1999-04-30,1999.0,1.0,0.0,5.0,0.0,0,0,0,0,12.0,5538.0,2,4,2,5,14,68
1999-05-31,1999-05-31,1999.0,4.0,47.0,8.0,20.0,0,0,0,0,21.0,7386.0,6,9,0,0,24,266
1999-06-30,1999-06-30,1999.0,2.0,1846.0,9.0,17.0,0,0,0,0,30.0,11100.0,6,5,0,0,24,317
1999-07-31,1999-07-31,1999.0,7.0,1776.0,10.0,43.0,0,0,1,17,0.0,0.0,1,0,0,0,19,252
1999-08-31,1999-08-31,1999.0,16.0,704.0,6.0,0.0,0,0,2,1,0.0,0.0,0,0,0,0,9,237
1999-09-30,1999-09-30,1999.0,0.0,0.0,10.0,6.0,0,0,1,1,2.0,0.0,6,12,0,0,16,95
1999-10-31,1999-10-31,1999.0,6.0,133.0,10.0,4.0,0,0,1,0,4.0,335.0,3,0,2,0,6,24
1999-11-30,1999-11-30,1999.0,3.0,2.0,1.0,0.0,0,0,1,0,0.0,0.0,5,9,2,5,25,421
1999-12-31,1999-12-31,1999.0,2.0,8.0,1.0,0.0,0,0,3,59,0.0,0.0,1,0,0,0,10,30
2000-01-31,2000-01-31,2000.0,1.0,5.0,12.0,5.0,1,2,3,3,3.0,20.0,3,7,0,0,7,23
2000-02-29,2000-02-29,2000.0,2.0,1.0,8.0,0.0,0,0,4,5,1.0,120.0,3,0,0,0,14,2101
2000-03-31,2000-03-31,2000.0,14.0,212.0,11.0,1.0,0,0,3,5,0.0,0.0,1,0,0,0,32,124
2000-04-30,2000-04-30,2000.0,0.0,0.0,4.0,0.0,0,0,0,0,0.0,0.0,5,3,0,0,11,39
2000-05-31,2000-05-31,2000.0,16.0,19.0,12.0,1.0,0,0,1,4,37.0,13.0,3,2,1,0,26,459
2000-06-30,2000-06-30,2000.0,22.0,357.0,4.0,7.0,0,0,2,155,22.0,40.0,9,2,1,0,9,255
2000-07-31,2000-07-31,2000.0,20.0,175.0,11.0,13.0,1,0,0,0,0.0,0.0,3,2,0,0,8,40
2000-08-31,2000-08-31,2000.0,12.0,259.0,6.0,0.0,0,0,0,0,0.0,0.0,4,0,2,0,13,102
2000-09-30,2000-09-30,2000.0,1.0,0.0,12.0,0.0,3,50,4,8,0.0,0.0,7,11,0,0,4,11
2000-10-31,2000-10-31,2000.0,15.0,155.0,2.0,5.0,0,0,1,1,0.0,0.0,8,15,0,0,15,136
2000-11-30,2000-11-30,2000.0,26.0,131.0,5.0,1.0,0,0,0,0,0.0,0.0,4,4,3,0,12,44
2000-12-31,2000-12-31,2000.0,5.0,93.0,3.0,0.0,0,0,0,0,0.0,0.0,5,13,0,0,4,11
2001-01-31,2001-01-31,2001.0,13.0,180.0,7.0,3.0,0,0,0,0,1.0,4.0,4,1,2,0,5,11
2001-02-28,2001-02-28,2001.0,1.0,115.0,4.0,2.0,1,0,0,0,0.0,0.0,8,4,2,1,7,29
2001-03-31,2001-03-31,2001.0,6.0,262.0,5.0,12.0,0,0,0,0,0.0,0.0,4,3,1,0,3,14
2001-04-30,2001-04-30,2001.0,9.0,102.0,2.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0,12,93
2001-05-31,2001-05-31,2001.0,3.0,38.0,9.0,15.0,0,0,6,751,1.0,1.0,2,0,0,0,10,88
2001-06-30,2001-06-30,2001.0,3.0,36.0,4.0,0.0,0,0,14,182,2.0,1.0,5,0,1,2,5,203
2001-07-31,2001-07-31,2001.0,3.0,16.0,5.0,21.0,0,0,4,19,0.0,0.0,7,8,0,0,7,76
2001-08-31,2001-08-31,2001.0,2.0,0.0,7.0,0.0,0,0,0,0,0.0,0.0,5,0,0,0,12,77
2001-09-30,2001-09-30,2001.0,5.0,61.0,4.0,0.0,0,0,1,0,0.0,0.0,3,0,1,1,17,1057
2001-10-31,2001-10-31,2001.0,0.0,0.0,8.0,1.0,0,0,1,0,0.0,0.0,4,0,0,0,15,419
2001-11-30,2001-11-30,2001.0,9.0,84.0,3.0,18.0,0,0,0,0,0.0,0.0,0,0,0,0,10,69
2001-12-31,2001-12-31,2001.0,0.0,0.0,2.0,0.0,0,0,1,0,0.0,0.0,2,1,0,0,13,47
2002-01-31,2002-01-31,2002.0,2.0,41.0,4.0,4.0,0,0,0,0,0.0,0.0,2,7,2,0,10,88
2002-02-28,2002-02-28,2002.0,11.0,7.0,9.0,4.0,0,0,2,0,0.0,0.0,2,3,2,1,17,144
2002-03-31,2002-03-31,2002.0,22.0,240.0,8.0,6.0,0,0,1,1,0.0,0.0,1,0,0,0,12,70
2002-04-30,2002-04-30,2002.0,27.0,388.0,7.0,4.0,1,0,0,0,0.0,0.0,3,1,0,0,4,16
2002-05-31,2002-05-31,2002.0,14.0,533.0,17.0,11.0,0,0,0,0,0.0,0.0,4,0,1,0,12,34
2002-06-30,2002-06-30,2002.0,33.0,1750.0,8.0,1.0,0,0,0,0,0.0,0.0,2,5,0,0,20,123
2002-07-31,2002-07-31,2002.0,20.0,253.0,11.0,6.0,0,0,0,0,0.0,0.0,4,4,5,2,18,221
2002-08-31,2002-08-31,2002.0,32.0,280.0,2.0,0.0,1,0,0,0,0.0,0.0,7,2,31,73,10,22
2002-09-30,2002-09-30,2002.0,10.0,92.0,7.0,19.0,1,0,0,0,0.0,0.0,4,0,0,0,16,30
2002-10-31,2002-10-31,2002.0,13.0,204.0,8.0,0.0,0,0,0,0,0.0,0.0,6,5,0,0,12,93
2002-11-30,2002-11-30,2002.0,16.0,218.0,8.0,9.0,0,0,0,0,0.0,0.0,4,1,0,0,11,255
2002-12-31,2002-12-31,2002.0,32.0,191.0,19.0,19.0,0,0,0,0,1.0,1.0,3,0,0,0,10,45
2003-01-31,2003-01-31,2003.0,18.0,145.0,6.0,22.0,0,0,0,0,0.0,0.0,4,8,0,0,20,52
2003-02-28,2003-02-28,2003.0,11.0,91.0,35.0,77.0,0,0,0,0,1.0,16.0,0,0,0,0,21,302
2003-03-31,2003-03-31,2003.0,0.0,0.0,25.0,97.0,0,0,0,0,1.0,1.0,0,0,0,0,34,99
2003-04-30,2003-04-30,2003.0,5.0,49.0,6.0,10.0,0,0,1,1,1.0,1.0,0,0,0,0,14,48
2003-05-31,2003-05-31,2003.0,8.0,52.0,30.0,53.0,0,0,0,0,0.0,0.0,5,4,0,0,19,127
2003-06-30,2003-06-30,2003.0,1.0,17.0,40.0,95.0,0,0,0,0,0.0,0.0,2,3,0,0,11,66
2003-07-31,2003-07-31,2003.0,1.0,0.0,55.0,96.0,0,0,0,0,1.0,1.0,0,0,0,0,18,72
2003-08-31,2003-08-31,2003.0,10.0,54.0,62.0,76.0,1,0,0,0,2.0,4.0,2,0,0,0,15,63
2003-09-30,2003-09-30,2003.0,7.0,27.0,36.0,39.0,1,0,0,0,0.0,0.0,5,1,1,0,6,24
